FACID,NAME,ADDRESS,CITY,COUNTY,ZIP,TYPE,CAPACITY,LATITUDE,LONGITUDE,LOCATION
020000090,Parkview Healthcare Center,27350 Tampa Ave,Hayward,ALAMEDA,94544,Skilled Nursing Facility,121,37.634409,-122.076487,"(37.634409, -122.076487)"
020000091,Piedmont Gardens Health Facility,110 41st St,Oakland,ALAMEDA,94611,Skilled Nursing Facility,94,37.826124,-122.251292,"(37.826124, -122.251292)"
020000093,Excell Health Care Center,3025 High St,Oakland,ALAMEDA,94619,Skilled Nursing Facility,99,37.784588,-122.200219,"(37.784588, -122.200219)"
020000094,Park Central Care & Rehabilitation Center,2100 Parkside Dr,Fremont,ALAMEDA,94536,Skilled Nursing Facility,99,37.558667,-121.980399,"(37.558667, -121.980399)"
020000099,Mcclure Convalescent Hospital & Rehabilitation Center,2910 Mcclure St,Oakland,ALAMEDA,94609,Skilled Nursing Facility,60,37.818344,-122.266329,"(37.818344, -122.266329)"
020000100,Mercy Retirement & Care Center,3431 Foothill Blvd,Oakland,ALAMEDA,94601,Skilled Nursing Facility,59,37.782634,-122.219714,"(37.782634, -122.219714)"
020000101,Hillside Senior Care,38650 Mission Blvd,Fremont,ALAMEDA,94536,Skilled Nursing Facility,73,37.570256,-121.965675,"(37.570256, -121.965675)"
020000103,Windsor Gardens Care Center - Hayward,1628 B St,Hayward,ALAMEDA,94541,Skilled Nursing Facility,75,37.67954,-122.071842,"(37.67954, -122.071842)"
020000104,Marina Garden Nursing Center,3201 Fernside Blvd,Alameda,ALAMEDA,94501,Skilled Nursing Facility,32,37.763103,-122.225884,"(37.763103, -122.225884)"
020000109,Sunshine ICF\ddh #2,21238 Royal Ave,Hayward,ALAMEDA,94541,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.66658,-122.11353,"(37.66658, -122.11353)"
020000110,Oakgrove Springs Care Center,309 Macarthur Blvd,Oakland,ALAMEDA,94610,Skilled Nursing Facility,53,37.814285,-122.25151,"(37.814285, -122.25151)"
020000111,Jones Convalescent Hospital,524 Callan Ave,San Leandro,ALAMEDA,94577,Skilled Nursing Facility,25,37.727366,-122.151048,"(37.727366, -122.151048)"
020000112,Kyakameena Sanitorium,2131 Carleton St,Berkeley,ALAMEDA,94704,Skilled Nursing Facility,60,37.861544,-122.265042,"(37.861544, -122.265042)"
020000114,Lake Park Retirement Residence,1850 Alice St,Oakland,ALAMEDA,94612,Skilled Nursing Facility,35,37.805441,-122.264516,"(37.805441, -122.264516)"
020000115,Oakland Healthcare & Wellness Center,3030 Webster St,Oakland,ALAMEDA,94609,Skilled Nursing Facility,98,37.81937,-122.263239,"(37.81937, -122.263239)"
020000116,Castro Valley  Healthcare And Rehabilitation Center,20259 Lake Chabot Rd,Castro Valley,ALAMEDA,94546,Skilled Nursing Facility,91,37.696893,-122.086903,"(37.696893, -122.086903)"
020000119,Oakhill Springs Care Center,3145 High St,Oakland,ALAMEDA,94619,Skilled Nursing Facility,44,37.7852,-122.199024,"(37.7852, -122.199024)"
020000123,Hayward Convalescent Hospital,1832 B St,Hayward,ALAMEDA,94541,Skilled Nursing Facility,99,37.68209,-122.066835,"(37.68209, -122.066835)"
020000124,Fruitvale Healthcare Center,3020 E 15th St,Oakland,ALAMEDA,94601,Skilled Nursing Facility,140,37.779306,-122.226874,"(37.779306, -122.226874)"
020000125,Garfield Neurobehavioral Center,1451 28th Ave,Oakland,ALAMEDA,94601,Skilled Nursing Facility,96,37.780752,-122.229146,"(37.780752, -122.229146)"
020000128,Elmwood Care Center,2829 Shattuck Ave,Berkeley,ALAMEDA,94705,Skilled Nursing Facility,77,37.857363,-122.266736,"(37.857363, -122.266736)"
020000129,Crestwood Treatment Center,2171 Mowry Ave,Fremont,ALAMEDA,94538,Skilled Nursing Facility,88,37.557781,-121.981024,"(37.557781, -121.981024)"
020000132,Fremont Healthcare Center,39022 Presidio Way,Fremont,ALAMEDA,94538,Skilled Nursing Facility,115,37.544151,-121.990975,"(37.544151, -121.990975)"
020000133,Driftwood Healthcare Center - Hayward,19700 Hesperian Blvd,Hayward,ALAMEDA,94541,Skilled Nursing Facility,88,37.668105,-122.119462,"(37.668105, -122.119462)"
020000135,Oakland Springs Health Care Center,1833 10th Ave,Oakland,ALAMEDA,94606,Skilled Nursing Facility,99,37.795126,-122.245462,"(37.795126, -122.245462)"
020000161,John Muir Home Health Services,2298 Pike Ct,Concord,CONTRA COSTA,94520,Home Health Agency,0,38.010908,-122.033829,"(38.010908, -122.033829)"
020000163,Addus Healthcare,255 Ygnacio Valley Rd,Walnut Creek,CONTRA COSTA,94596,Home Health Agency,0,37.904593,-122.066726,"(37.904593, -122.066726)"
020000177,Sutter Visiting Nurse Assoc And Hospice - Branch,1651 Alvarado St,San Leandro,ALAMEDA,94577,Home Health Agency,0,37.71905,-122.161144,"(37.71905, -122.161144)"
020000274,Rouseville Rehabilitation Center,210 40th Street Way,Oakland,ALAMEDA,94611,Skilled Nursing Facility,70,37.826945,-122.255015,"(37.826945, -122.255015)"
020000275,Washington Care And Rehabilitation Center,14766 Washington Ave,San Leandro,ALAMEDA,94578,Skilled Nursing Facility,99,37.697652,-122.139219,"(37.697652, -122.139219)"
020000276,Redwood Convalescent Hospital,22103 Redwood Rd,Castro Valley,ALAMEDA,94546,Skilled Nursing Facility,70,37.686491,-122.073693,"(37.686491, -122.073693)"
020000277,Windsor Healthcare Center - Oakland,2919 Fruitvale Ave,Oakland,ALAMEDA,94602,Skilled Nursing Facility,94,37.793632,-122.218851,"(37.793632, -122.218851)"
020000334,Littlefoot House,180 Little Foot Dr,Fremont,ALAMEDA,94539,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.505868,-121.921074,"(37.505868, -121.921074)"
020000348,Sunshine ICF\ddh #3,1528 Seaver Ct,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.64229,-122.102888,"(37.64229, -122.102888)"
020000427,Accentcare Home Health Of California,3170 Crow Canyon Pl,San Ramon,CONTRA COSTA,94583,Home Health Agency,0,37.775516,-121.972036,"(37.775516, -121.972036)"
020000629,Sunshine ICF\ddh #4,26005 Peterman Ave,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.642437,-122.094023,"(37.642437, -122.094023)"
020000630,Serra Residential Center - Crestwood House,4041 Crestwood St,Fremont,ALAMEDA,94538,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.516716,-121.954629,"(37.516716, -121.954629)"
020000631,Serra Residential Center - Ellen Avenue Home,41477 Ellen St,Fremont,ALAMEDA,94538,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.526999,-121.969019,"(37.526999, -121.969019)"
020000647,Park House,39523 Sundale Dr,Fremont,ALAMEDA,94538,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.534703,-121.98769,"(37.534703, -121.98769)"
020000648,Stanley House,7874 Diana Ln,Dublin,ALAMEDA,94568,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.716717,-121.927466,"(37.716717, -121.927466)"
020000677,Sunshine ICF\ddh #5,16829 Daryl Ave,San Lorenzo,ALAMEDA,94580,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.687107,-122.11601,"(37.687107, -122.11601)"
020000681,Sunshine ICF\ddh #6,16837 Daryl Ave,San Lorenzo,ALAMEDA,94580,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.686971,-122.116012,"(37.686971, -122.116012)"
020000685,Coram Specialty Infusion Services An Apria Healthcare Company,3160 Corporate Pl,Hayward,ALAMEDA,94545,Home Health Agency,0,37.625014,-122.110928,"(37.625014, -122.110928)"
020000706,Sutter Visiting Nurse Assoc And Hospice,1900 Bates Ave,Concord,CONTRA COSTA,94520,Home Health Agency,0,38.01119,-122.044915,"(38.01119, -122.044915)"
020000714,Kaiser Foundation Hospital Home Health - Oakland,4501 Broadway,Oakland,ALAMEDA,94611,Home Health Agency,0,37.833277,-122.253205,"(37.833277, -122.253205)"
020000715,Kaiser Foundation Hospital Home Health - Martinez,200 Muir Rd,Martinez,CONTRA COSTA,94553,Home Health Agency,0,37.994297,-122.110656,"(37.994297, -122.110656)"
020000716,Kaiser Foundation Hospital Home Health - Hayward,30116 Eigenbrodt Way,Union City,ALAMEDA,94587,Home Health Agency,0,37.609512,-122.071489,"(37.609512, -122.071489)"
020000724,Nightingale Nursing,101 Callan Ave,San Leandro,ALAMEDA,94577,Home Health Agency,0,37.726016,-122.155786,"(37.726016, -122.155786)"
020000763,Amedisys Home Health Care,24301 Southland Dr,Hayward,ALAMEDA,94545,Home Health Agency,0,37.653386,-122.104583,"(37.653386, -122.104583)"
020000794,Accredo Health Group,3065 Richmond Pkwy,Richmond,CONTRA COSTA,94806,Home Health Agency,0,37.9901,-122.328197,"(37.9901, -122.328197)"
020000808,Morton Bakar Center,494 Blossom Way,Hayward,ALAMEDA,94541,Skilled Nursing Facility,97,37.678467,-122.103671,"(37.678467, -122.103671)"
020000813,Serra Center Valpey Park House,5007 Valpey Park Ave,Fremont,ALAMEDA,94538,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.519487,-121.972043,"(37.519487, -121.972043)"
020000830,Community Care Services,3317 Elm St,Oakland,ALAMEDA,94609,Home Health Agency,0,37.821729,-122.265375,"(37.821729, -122.265375)"
020000836,Ruus Manor,29255 Ruus Rd,Hayward,ALAMEDA,94544,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.622319,-122.064547,"(37.622319, -122.064547)"
020000851,Professional Home Care Associates,2296 Country Dr,Fremont,ALAMEDA,94536,Home Health Agency,0,37.55812,-121.983783,"(37.55812, -121.983783)"
020000877,Elena's ICF/DD-H,25611 Belhaven St,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.642396,-122.099953,"(37.642396, -122.099953)"
020000880,Salem Care Center,2361 E 29th St,Oakland,ALAMEDA,94606,Skilled Nursing Facility,48,37.795262,-122.225231,"(37.795262, -122.225231)"
020000895,Professional Healthcare At Home,395 Taylor Blvd,Pleasant Hill,CONTRA COSTA,94523,Home Health Agency,0,37.961166,-122.072831,"(37.961166, -122.072831)"
020000924,Maxim Healthcare Services,1900 Powell St,Emeryville,ALAMEDA,94608,Home Health Agency,0,37.837566,-122.299246,"(37.837566, -122.299246)"
020000950,Center For Elders Independence/HHA,1955 San Pablo Ave,Oakland,ALAMEDA,94612,Home Health Agency,0,37.809767,-122.273114,"(37.809767, -122.273114)"
020000960,Bahama Home ICF/DD-H,27495 Bahama Ave,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.626943,-122.101509,"(37.626943, -122.101509)"
020000972,Maxim Healthcare Services,1900 Alameda De Las Pulgas,San Mateo,SAN MATEO,94403,Home Health Agency,0,37.546172,-122.321813,"(37.546172, -122.321813)"
020000987,Elena's ICF/DD-H #2,1240 Radcliff Ln,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.642457,-122.096568,"(37.642457, -122.096568)"
020000995,Rieger Place,1303 Rieger Ave,Hayward,ALAMEDA,94544,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.632847,-122.079516,"(37.632847, -122.079516)"
020001047,Accentcare Home Health - Petaluma  Branch,11 5th St,Petaluma,SONOMA,94952,Home Health Agency,0,38.232028,-122.640642,"(38.232028, -122.640642)"
020001052,Serra Center San Juan Home,4253 San Juan Ave,Fremont,ALAMEDA,94536,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.560775,-122.021009,"(37.560775, -122.021009)"
020001071,Asian  Network Pacific Home Care,212 9th St,Oakland,ALAMEDA,94607,Home Health Agency,0,37.798728,-122.267769,"(37.798728, -122.267769)"
020001093,Kaiser Home Health Agency - Oakland - Branch,901 Nevin Ave,Richmond,CONTRA COSTA,94801,Home Health Agency,0,37.936852,-122.360832,"(37.936852, -122.360832)"
020001114,Main ICF/DD-N,21860 Main St,Hayward,ALAMEDA,94541,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.679906,-122.089998,"(37.679906, -122.089998)"
020001140,Quality Home Health Care,519 El Cerrito Plz,El Cerrito,CONTRA COSTA,94530,Home Health Agency,0,37.899644,-122.299616,"(37.899644, -122.299616)"
020001146,Elena's ICF/DD-H #3,1162 Merritt Ln,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.643763,-122.097201,"(37.643763, -122.097201)"
020001151,Amedisys Home Health Care - Branch,3478 Buskirk Ave,Pleasant Hill,CONTRA COSTA,94523,Home Health Agency,0,37.939648,-122.059125,"(37.939648, -122.059125)"
020001156,Barrow ICF/DD-N,2225 Barrow St,San Leandro,ALAMEDA,94577,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.705437,-122.181302,"(37.705437, -122.181302)"
020001157,Sundale,6777 Amador Valley Blvd,Dublin,ALAMEDA,94568,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.7155,-121.917918,"(37.7155, -121.917918)"
020001173,Crescent Healthcare,2547 Barrington Ct,Hayward,ALAMEDA,94545,Home Health Agency,0,37.655411,-122.141333,"(37.655411, -122.141333)"
020001174,Amedisys Home Health Care,1700 Winchester Blvd,Campbell,SANTA CLARA,95008,Home Health Agency,0,37.292535,-121.949832,"(37.292535, -121.949832)"
020001179,Bridle ICF/DD-N,3336 Bridle Dr,Hayward,ALAMEDA,94541,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.670278,-122.044458,"(37.670278, -122.044458)"
020001191,Portsmouth ICF/DD-H,27695 Portsmouth Ave,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.624892,-122.10201,"(37.624892, -122.10201)"
020001198,Loyola ICF/DD-H,27680 Loyola Ave,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.626965,-122.093511,"(37.626965, -122.093511)"
020001201,Coram Specialty Infusion Services An Apria Healthcare Company - Branch,9332 Tech Center Dr,Sacramento,SACRAMENTO,95826,Home Health Agency,0,38.563621,-121.351462,"(38.563621, -121.351462)"
020001206,Sunshine Home Health Care,4637 Chabot Dr,Pleasanton,ALAMEDA,94588,Home Health Agency,0,37.692504,-121.901219,"(37.692504, -121.901219)"
020001211,Professional Home Care Associates - Branch,1111 E Stanley Blvd,Livermore,ALAMEDA,94550,Home Health Agency,0,37.678763,-121.782577,"(37.678763, -121.782577)"
020001246,Mission Hope Developmental Services,1159 Citron Way,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.645741,-122.10327,"(37.645741, -122.10327)"
020001250,Bellaken Skilled Nursing Center,2780 26th Ave,Oakland,ALAMEDA,94601,Skilled Nursing Facility,61,37.792869,-122.221569,"(37.792869, -122.221569)"
020001252,Vestal House ICF/DD-H,1730 142nd Ave,San Leandro,ALAMEDA,94578,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.716028,-122.134173,"(37.716028, -122.134173)"
020001257,Accentcare Home Health Of California,2300 Contra Costa Blvd,Pleasant Hill,CONTRA COSTA,94523,Home Health Agency,0,37.944054,-122.06028,"(37.944054, -122.06028)"
020001258,Build Home,2110 7th St,Berkeley,ALAMEDA,94710,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.866516,-122.296118,"(37.866516, -122.296118)"
020001263,Mika's Home ICF/DD-H,34909 Osprey Dr,Union City,ALAMEDA,94587,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.582502,-122.015257,"(37.582502, -122.015257)"
020001270,Professional Healthcare At Home - Daily City Branch,355 Gellert Blvd,Daly City,SAN MATEO,94015,Home Health Agency,0,37.666082,-122.468662,"(37.666082, -122.468662)"
020001271,Alliance Home Health Care,12657 Alcosta Blvd,San Ramon,CONTRA COSTA,94583,Home Health Agency,0,37.77391,-121.959142,"(37.77391, -121.959142)"
020001272,Perlita House,2627 Perlita Ct,Hayward,ALAMEDA,94541,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.688379,-122.058871,"(37.688379, -122.058871)"
020001276,Lewis House,6955 Portage Rd,Dublin,ALAMEDA,94568,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.708696,-121.924112,"(37.708696, -121.924112)"
020001279,Horizon Home Health Care,85 Moraga Way,Orinda,CONTRA COSTA,94563,Home Health Agency,0,37.877715,-122.180192,"(37.877715, -122.180192)"
020001280,CEI Berkeley - Branch,1497Alcatraz Avenue,Berkeley,ALAMEDA,94702,Home Health Agency,0,37.862826,-122.283161,"(37.862826, -122.283161)"
020001281,CEI Eastmont Town Center - Branch,7200 Bancroft Ave,Oakland,ALAMEDA,94605,Home Health Agency,0,37.766339,-122.17753,"(37.766339, -122.17753)"
020001282,GEORGE MARK CHILDREN'S HOUSE,2121 George Mark Ln,San Leandro,ALAMEDA,94578,Congregate Living Health Facility,9,37.709002,-122.11674,"(37.709002, -122.11674)"
020001284,Ruus Home ICF/DD-H,27489 Portsmouth Ave,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.626318,-122.103702,"(37.626318, -122.103702)"
020001287,Bruns House,2849 Miranda Ave,Alamo,CONTRA COSTA,94507,Congregate Living Health Facility,6,37.861414,-122.020889,"(37.861414, -122.020889)"
020001289,Neal's Home,25247 Calaroga Ave,Hayward,ALAMEDA,94545,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.644765,-122.099151,"(37.644765, -122.099151)"
020001292,Justin's Home,3262 Santa Isabella Ct,Union City,ALAMEDA,94587,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.592238,-122.06683,"(37.592238, -122.06683)"
020001294,Asian American Home Care,704 Broadway,Oakland,ALAMEDA,94607,Home Health Agency,0,37.799577,-122.27405,"(37.799577, -122.27405)"
020001297,Professional Healthcare At Home - San Pablo Branch,6475 Christie Ave,Emeryville,ALAMEDA,94608,Home Health Agency,0,37.845739,-122.29646,"(37.845739, -122.29646)"
020001298,Asian American Home Care  - Branch,1840 The Alameda,San Jose,SANTA CLARA,95126,Home Health Agency,0,37.339607,-121.921531,"(37.339607, -121.921531)"
020001300,Nursing Resources,39111 Paseo Padre Pkwy,Fremont,ALAMEDA,94538,Home Health Agency,0,37.553536,-121.981265,"(37.553536, -121.981265)"
030000004,Roseville Point Health & Wellness Center,600 Sunrise Ave,Roseville,PLACER,95661,Skilled Nursing Facility,98,38.737473,-121.272044,"(38.737473, -121.272044)"
030000005,College Oak Nursing And Rehabilitation Center,4635 College Oak Dr,Sacramento,SACRAMENTO,95841,Skilled Nursing Facility,120,38.64969,-121.350598,"(38.64969, -121.350598)"
030000007,Mercycare  Mercy General Hospital,4001 J St,Sacramento,SACRAMENTO,95819,Skilled Nursing Facility,38,38.569449,-121.452605,"(38.569449, -121.452605)"
030000011,Rock Creek Care Center,260 Racetrack St,Auburn,PLACER,95603,Skilled Nursing Facility,84,38.890344,-121.078365,"(38.890344, -121.078365)"
030000012,Mark Twain Convalescent Hospital,900 Mountain Ranch Rd,San Andreas,CALAVERAS,95249,Skilled Nursing Facility,99,38.190194,-120.667887,"(38.190194, -120.667887)"
030000013,Auburn Ravine Terrace,750 Auburn Ravine Rd,Auburn,PLACER,95603,Skilled Nursing Facility,59,38.912069,-121.074433,"(38.912069, -121.074433)"
030000016,Bel-air Lodge Convalescent Hospital,180 Starr Ave,Turlock,STANISLAUS,95380,Skilled Nursing Facility,31,37.502378,-120.846867,"(37.502378, -120.846867)"
030000019,Norwood Pines Alzheimers Center,500 Jessie Ave,Sacramento,SACRAMENTO,95838,Skilled Nursing Facility,161,38.644024,-121.454127,"(38.644024, -121.454127)"
